studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Penguin_BMI,Species_Label
PAL0910,110,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,11/20/09,43.2,19.0,197.0,4775.0,1,9.31735,-25.45171,,0.12303847045788348,0
PAL0910,111,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,11/12/09,38.1,16.5,198.0,3825.0,0,8.43951,-26.57563,,0.09756657483930212,0
PAL0910,112,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,11/12/09,45.6,20.3,191.0,4600.0,1,8.65466,-26.32909,,0.12609303473040762,0
PAL0910,113,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,11/15/09,39.7,17.7,193.0,3200.0,0,9.02657,-26.06203,,0.08590834653279282,0
PAL0910,114,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,11/15/09,42.2,19.5,197.0,4275.0,1,8.80186,-26.41218,,0.1101548609858538,0
PAL0910,115,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N61A1,Yes,11/17/09,39.6,20.7,191.0,3900.0,0,8.80967,-26.78958,,0.10690496422795427,0
PAL0910,116,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N61A2,Yes,11/17/09,42.7,18.3,196.0,4075.0,1,8.91434,-26.42018,,0.1060755935027072,0
PAL0910,117,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N63A1,Yes,11/18/09,38.6,17.0,188.0,2900.0,0,9.18021,-25.77264,,0.08205070167496605,0
PAL0910,118,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N63A2,Yes,11/18/09,37.3,20.5,199.0,3775.0,1,9.49645,-26.36678,,0.09532587560920179,0
PAL0910,119,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N64A1,Yes,11/22/09,35.7,17.0,189.0,3350.0,0,8.96436,-23.90309,,0.09378236891464405,0
PAL0910,120,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N64A2,Yes,11/22/09,41.1,18.6,189.0,3325.0,1,9.32277,-26.09989,,0.09308250048990789,0
PAL0910,121,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N66A1,No,11/17/09,36.2,17.2,187.0,3150.0,0,9.04296,-26.19444,Nest never observed with full clutch.,0.0900797849523864,0
PAL0910,122,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N66A2,No,11/17/09,37.7,19.8,198.0,3500.0,1,9.11066,-26.42563,Nest never observed with full clutch.,0.08927660442811958,0
PAL0910,123,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N67A1,Yes,11/16/09,40.2,17.0,176.0,3450.0,0,9.30722,-25.61039,,0.11137654958677685,0
PAL0910,124,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N67A2,Yes,11/16/09,41.4,18.5,202.0,3875.0,1,9.59462,-25.42621,,0.09496617978629546,0
PAL0910,125,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N69A1,Yes,11/18/09,35.2,15.9,186.0,3050.0,0,8.81668,-25.95399,,0.08816048098046017,0
PAL0910,126,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N69A2,Yes,11/18/09,40.6,19.0,199.0,4000.0,1,9.22537,-25.60826,,0.101007550314386,0
PAL0910,127,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N71A1,Yes,11/21/09,38.8,17.6,191.0,3275.0,0,8.88098,-25.89741,,0.08977275842219237,0
PAL0910,128,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N71A2,Yes,11/21/09,41.5,18.3,195.0,4300.0,1,8.52566,-26.0245,,0.11308349769888232,0
PAL0910,129,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N72A1,Yes,11/18/09,39.0,17.1,191.0,3050.0,0,9.19031,-25.73722,,0.08360516433211809,0
PAL0910,130,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N72A2,Yes,11/18/09,44.1,18.0,210.0,4000.0,1,9.10702,-26.01363,,0.09070294784580499,0
PAL0910,131,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A1,No,11/23/09,38.5,17.9,190.0,3325.0,0,8.9846,-25.57956,Nest never observed with full clutch.,0.09210526315789473,0
PAL0910,132,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A2,No,11/23/09,43.1,19.2,197.0,3500.0,1,8.86495,-26.1396,Nest never observed with full clutch.,0.09018526630420778,0
PAL0910,133,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N76A1,Yes,11/10/09,36.8,18.5,193.0,3500.0,0,8.98705,-25.57647,,0.09396225402024215,0
PAL0910,134,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N76A2,Yes,11/10/09,37.5,18.5,199.0,4475.0,1,8.56708,-26.49288,,0.11300219691421934,0
PAL0910,135,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N77A1,Yes,11/13/09,38.1,17.6,187.0,3425.0,0,8.717,-25.77951,,0.09794389316251537,0
PAL0910,136,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N77A2,Yes,11/13/09,41.1,17.5,190.0,3900.0,1,8.94365,-26.06943,,0.10803324099722991,0
PAL0910,137,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,11/16/09,35.6,17.5,191.0,3175.0,0,8.75984,-25.97696,,0.08703160549327046,0
PAL0910,138,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N78A2,Yes,11/16/09,40.2,20.1,200.0,3975.0,1,8.95998,-26.32601,,0.099375,0
PAL0910,139,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N79A1,No,11/16/09,37.0,16.5,185.0,3400.0,0,8.61651,-26.07021,Nest never observed with full clutch.,0.09934258582907232,0
PAL0910,140,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N79A2,No,11/16/09,39.7,17.9,193.0,4250.0,1,9.25769,-25.88798,Nest never observed with full clutch.,0.11409702273886548,0
PAL0910,141,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N80A1,Yes,11/14/09,40.2,17.1,193.0,3400.0,0,9.2881,-25.54976,,0.09127761819109238,0
PAL0910,142,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N80A2,Yes,11/14/09,40.6,17.2,187.0,3475.0,1,9.23408,-26.01549,,0.09937373101890246,0
PAL0910,143,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N81A1,Yes,11/16/09,32.1,15.5,188.0,3050.0,0,8.79787,-26.61075,,0.08629470348574016,0
PAL0910,144,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N81A2,Yes,11/16/09,40.7,17.0,190.0,3725.0,1,9.05674,-25.79529,,0.10318559556786704,0
PAL0910,145,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N82A1,Yes,11/16/09,37.3,16.8,192.0,3000.0,0,9.06829,-25.85203,,0.08138020833333333,0
PAL0910,146,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N82A2,Yes,11/16/09,39.0,18.7,185.0,3650.0,1,9.22033,-26.03442,,0.10664718772826881,0
PAL0910,147,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N83A1,Yes,11/13/09,39.2,18.6,190.0,4250.0,1,9.11006,-25.79549,,0.11772853185595568,0
PAL0910,148,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N83A2,Yes,11/13/09,36.6,18.4,184.0,3475.0,0,8.68744,-25.8306,,0.102640595463138,0
PAL0910,149,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N84A1,Yes,11/17/09,36.0,17.8,195.0,3450.0,0,8.94332,-25.79189,,0.09072978303747535,0
PAL0910,150,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N84A2,Yes,11/17/09,37.8,18.1,193.0,3750.0,1,8.97533,-26.03495,,0.1006738435931166,0
PAL0910,151,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,Yes,11/17/09,36.0,17.1,187.0,3700.0,0,8.93465,-26.07081,,0.10580800137264434,0
PAL0910,152,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,Yes,11/17/09,41.5,18.5,201.0,4000.0,1,8.8964,-26.06967,,0.09900745031063587,0
PAL0708,1,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,11/19/07,46.5,17.9,192.0,3500.0,0,9.03935,-24.30229,,0.0949435763888889,1
PAL0708,2,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,11/19/07,50.0,19.5,196.0,3900.0,1,8.92069,-24.23592,,0.10152019991670137,1
PAL0708,3,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,11/26/07,51.3,19.2,193.0,3650.0,1,9.29078,-24.7557,,0.09798920776396682,1
PAL0708,4,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,11/26/07,45.4,18.7,188.0,3525.0,0,8.64701,-24.62717,,0.09973404255319149,1
PAL0708,5,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N64A1,Yes,11/21/07,52.7,19.8,197.0,3725.0,1,9.00642,-24.61867,,0.09598289056662114,1
PAL0708,6,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N64A2,Yes,11/21/07,45.2,17.8,198.0,3950.0,0,8.88942,-24.49433,,0.10075502499744925,1
PAL0708,7,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N66A1,Yes,11/28/07,46.1,18.2,178.0,3250.0,0,8.85664,-24.55644,,0.10257543239489963,1
PAL0708,8,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N66A2,Yes,11/28/07,51.3,18.2,197.0,3750.0,1,8.63701,-24.84059,,0.09662707104022263,1
PAL0708,9,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,11/21/07,46.0,18.9,195.0,4150.0,0,8.47173,-24.29229,,0.1091387245233399,1
PAL0708,10,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,11/21/07,51.3,19.9,198.0,3700.0,1,8.79581,-24.36088,,0.09437812468115499,1
PAL0708,11,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N68A1,Yes,11/28/07,46.6,17.8,193.0,3800.0,0,8.95063,-24.59897,,0.10201616150769148,1
PAL0708,12,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N68A2,Yes,11/28/07,51.7,20.3,194.0,3775.0,1,8.68747,-24.38751,,0.10030290147730896,1
PAL0708,13,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,11/26/07,47.0,17.3,185.0,3700.0,0,8.72037,-24.80526,,0.10810810810810811,1
PAL0708,14,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,11/26/07,52.0,18.1,201.0,4050.0,1,9.0233,-24.38933,,0.10024504343951883,1
PAL0708,15,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,11/22/07,45.9,17.1,190.0,3575.0,0,9.12277,-24.90024,,0.09903047091412742,1
PAL0708,16,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A2,Yes,11/22/07,50.5,19.6,201.0,4050.0,1,9.8059,-24.7294,,0.10024504343951883,1
PAL0708,17,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N71A1,No,11/30/07,50.3,20.0,197.0,3300.0,1,10.02019,-24.54704,,0.08503182251539591,1
PAL0708,18,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N71A2,No,11/30/07,58.0,17.8,181.0,3700.0,0,9.14382,-24.57994,,0.11293916547113947,1
PAL0708,19,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,Yes,11/30/07,46.4,18.6,190.0,3450.0,0,9.32105,-24.64162,,0.09556786703601108,1
PAL0708,20,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/30/07,49.2,18.2,195.0,4400.0,1,9.27158,-24.64335,,0.11571334648257725,1
PAL0708,21,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N73A1,Yes,12/3/07,42.4,17.3,181.0,3600.0,0,9.35138,-24.6879,,0.1098867555935411,1
PAL0708,22,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N73A2,Yes,12/3/07,48.5,17.5,191.0,3400.0,1,9.42666,-24.26375,,0.09319919958334476,1
PAL0708,23,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,No,11/28/07,43.2,16.6,187.0,2900.0,0,9.35416,-25.01185,,0.08293059567045097,1
PAL0708,24,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,No,11/28/07,50.6,19.4,193.0,3800.0,1,9.28153,-24.97134,,0.10201616150769148,1
PAL0708,25,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N89A1,No,11/28/07,46.7,17.9,195.0,3300.0,0,9.74144,-24.59467,,0.08678500986193294,1
PAL0708,26,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N89A2,No,11/28/07,52.0,19.0,197.0,4150.0,1,9.36799,-24.47142,,0.10693395861784638,1
PAL0809,27,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,11/25/08,50.5,18.4,200.0,3400.0,0,8.9399,-23.89017,,0.085,1
PAL0809,28,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,11/25/08,49.5,19.0,200.0,3800.0,1,9.63074,-24.34684,,0.095,1
PAL0809,29,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,11/14/08,46.4,17.8,191.0,3700.0,0,9.37369,-24.52896,,0.10142265837011047,1
PAL0809,30,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,11/14/08,52.8,20.0,205.0,4550.0,1,9.25177,-24.69638,,0.10826888756692445,1
PAL0809,31,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N63A1,Yes,11/24/08,40.9,16.6,187.0,3200.0,0,9.08458,-24.54903,,0.09150962280877349,1
PAL0809,32,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N63A2,Yes,11/24/08,54.2,20.8,201.0,4300.0,1,9.49283,-24.59996,,0.10643300908393356,1
PAL0809,33,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N65A1,Yes,11/24/08,42.5,16.7,187.0,3350.0,0,9.36668,-24.45195,,0.09579913637793475,1
PAL0809,34,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N65A2,Yes,11/24/08,51.0,18.8,203.0,4100.0,1,9.23196,-24.17282,,0.09949282923633188,1
PAL0809,35,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,11/25/08,49.7,18.6,195.0,3600.0,1,9.75486,-24.31198,,0.09467455621301775,1
PAL0809,36,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,11/25/08,47.5,16.8,199.0,3900.0,0,9.07825,-25.1455,,0.09848236155652636,1
PAL0809,37,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,11/14/08,47.6,18.3,195.0,3850.0,0,8.83502,-24.65859,,0.1012491781722551,1
PAL0809,38,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,11/14/08,52.0,20.7,210.0,4800.0,1,9.43146,-24.6844,,0.10884353741496598,1
PAL0809,39,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,No,11/24/08,46.9,16.6,192.0,2700.0,0,9.80589,-24.73735,,0.0732421875,1
PAL0809,40,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,No,11/24/08,53.5,19.9,205.0,4500.0,1,10.02544,-24.90816,,0.10707911957168352,1
PAL0809,41,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N74A1,Yes,11/24/08,49.0,19.5,210.0,3950.0,1,9.53262,-24.66867,,0.08956916099773243,1
PAL0809,42,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N74A2,Yes,11/24/08,46.2,17.5,187.0,3650.0,0,9.61734,-24.66188,,0.10437816351625726,1
PAL0809,43,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N75A1,Yes,11/14/08,50.9,19.1,196.0,3550.0,1,10.02372,-24.86594,,0.09240941274468971,1
PAL0809,44,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N75A2,Yes,11/14/08,45.5,17.0,196.0,3500.0,0,9.36493,-24.66259,,0.09110787172011661,1
PAL0910,45,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N86A1,Yes,11/17/09,50.9,17.9,196.0,3675.0,0,9.43684,-24.16566,,0.09566326530612244,1
PAL0910,46,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N86A2,Yes,11/17/09,50.8,18.5,201.0,4450.0,1,9.45827,-24.35575,,0.11014578847058241,1
PAL0910,47,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N87A1,Yes,11/27/09,50.1,17.9,190.0,3400.0,0,9.46819,-24.45721,,0.09418282548476455,1
PAL0910,48,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N87A2,Yes,11/27/09,49.0,19.6,212.0,4300.0,1,9.34089,-24.45189,,0.09567461730153079,1
PAL0910,49,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N88A1,Yes,11/23/09,51.5,18.7,187.0,3250.0,1,9.6895,-24.43062,,0.09293946066516057,1
PAL0910,50,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N88A2,Yes,11/23/09,49.8,17.3,198.0,3675.0,0,9.32169,-24.41562,,0.09374043464952556,1
PAL0910,51,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N90A1,Yes,11/21/09,48.1,16.4,199.0,3325.0,0,9.46929,-24.48403,,0.08396252619883336,1
PAL0910,52,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N90A2,Yes,11/21/09,51.4,19.0,201.0,3950.0,1,9.43782,-24.36202,,0.09776985718175293,1
PAL0910,53,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N92A1,Yes,11/23/09,45.7,17.3,193.0,3600.0,0,9.415,-24.805,,0.09664688984939193,1
PAL0910,54,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N92A2,Yes,11/23/09,50.7,19.7,203.0,4050.0,1,9.93727,-24.59066,,0.09827950205052294,1
PAL0910,55,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N93A1,Yes,11/27/09,42.5,17.3,187.0,3350.0,0,9.56534,-24.60882,,0.09579913637793475,1
PAL0910,56,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N93A2,Yes,11/27/09,52.2,18.8,197.0,3450.0,1,9.77528,-24.56481,,0.08889690535700481,1
PAL0910,57,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N94A1,Yes,11/21/09,45.2,16.6,191.0,3250.0,0,9.62357,-24.78984,,0.0890874701899619,1
PAL0910,58,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N94A2,Yes,11/21/09,49.3,19.9,203.0,4050.0,1,9.88809,-24.59513,,0.09827950205052294,1
PAL0910,59,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N95A1,Yes,11/21/09,50.2,18.8,202.0,3800.0,1,9.74492,-24.404,,0.09312812469365749,1
PAL0910,60,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N95A2,Yes,11/21/09,45.6,19.4,194.0,3525.0,0,9.46985,-24.65786,,0.09366032522053354,1
PAL0910,61,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N96A1,Yes,11/27/09,51.9,19.5,206.0,3950.0,1,8.7333816969697,-23.78767,,0.09308134602695824,1
PAL0910,62,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N96A2,Yes,11/27/09,46.8,16.5,189.0,3650.0,0,9.65061,-24.48153,,0.10218079001147784,1
PAL0910,63,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N98A1,Yes,11/19/09,45.7,17.0,195.0,3650.0,0,9.26715,-24.31912,,0.09598948060486522,1
PAL0910,64,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N98A2,Yes,11/19/09,55.8,19.8,207.0,4000.0,1,9.70465,-24.53494,,0.0933510700366403,1
PAL0910,65,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N99A1,No,11/21/09,43.5,18.1,202.0,3400.0,0,9.37608,-24.40753,,0.08332516419958827,1
PAL0910,66,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N99A2,No,11/21/09,49.6,18.2,193.0,3775.0,1,9.4618,-24.70615,,0.10134500255040403,1
PAL0910,67,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N100A1,Yes,11/21/09,50.8,19.0,210.0,4100.0,1,9.98044,-24.68741,,0.09297052154195011,1
PAL0910,68,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N100A2,Yes,11/21/09,50.2,18.7,198.0,3775.0,0,9.39305,-24.25255,,0.09629119477604325,1
PAL0708,1,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N31A1,Yes,11/27/07,46.1,13.2,211.0,4500.0,0,7.993,-25.5139,,0.10107589676781743,2
PAL0708,2,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N31A2,Yes,11/27/07,50.0,16.3,230.0,5700.0,1,8.14756,-25.39369,,0.10775047258979206,2
PAL0708,3,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,11/27/07,48.7,14.1,210.0,4450.0,0,8.14705,-25.46172,,0.10090702947845805,2
PAL0708,4,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,11/27/07,50.0,15.2,218.0,5700.0,1,8.2554,-25.40075,,0.11993939904048481,2
PAL0708,5,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N33A1,Yes,11/18/07,47.6,14.5,215.0,5400.0,1,8.2345,-25.54456,,0.11681990265008113,2
